AppId,Title,ContentDescription,Installs,Currency,Price,OffersInApp,Name,DeveloperId,Email,Website,Address,GenreId,Genre_Name,ContentRating,ContainsAds,DateReleased,name,id
com.google.android.play.games,Google Play Games,"Games are more fun with the Google Play Games app. We'll help you find your next favorite game – from action to puzzles. And with ""Instant play,"" many games require no installation. Really. Save your progress and track your achievements as you level up. Plus, you can pick up where you left off from any device.KEY FEATURES• <b>Instant play:</b> There’s no installation needed – look for the ""Instant play"" button to instantly play full games.• <b>Built-in Google games:</b> Play Solitaire, Minesweeper, Snake, PAC-MAN, Cricket, and Whirlybird – even when you’re offline.• <b>Save your progress:</b> Your progress is automatically saved to the cloud when you see ""Progress saved by Play Games.""• <b>Gamer profile:</b> Create a custom gamer ID, unlock achievements, earn XP, and level up.• <b>Gameplay recording:</b> Easily record and share your best gameplay moments.",5526362921,USD,0,False,Google LLC,5700313618786177705,googleplay-support@google.com,http://play.google.com/store/apps/category/GAME,"1600 Amphitheatre Parkway, Mountain View 94043",ENTERTAINMENT,Entertainment,Teen,True,"Jul 24, 2013",Entertainment,ENTERTAINMENT
com.netflix.mediaclient,Netflix,"Looking for the most talked about TV shows and movies from the around the world? They’re all on Netflix.We’ve got award-winning series, movies, documentaries, and stand-up specials. And with the mobile app, you get Netflix while you travel, commute, or just take a break.What you’ll love about Netflix:• We add TV shows and movies all the time. Browse new titles or search for your favorites, and stream videos right on your device.• The more you watch, the better Netflix gets at recommending TV shows and movies you’ll love.• Enjoy a safe watching experience just for kids with family-friendly entertainment.• Preview quick videos of our series and movies and get notifications for new episodes and releases.For complete terms and conditions, please visit http://www.netflix.com/termsofuseFor privacy statement, please visit http://www.netflix.com/privacy",2926186731,USD,0,False,"Netflix, Inc.",6891422865930303475,playstore@netflix.com,http://www.netflix.com,"100 Winchester CircleLos Gatos, CA 95032-1815USA",ENTERTAINMENT,Entertainment,Teen,False,"May 5, 2011",Entertainment,ENTERTAINMENT
com.miui.videoplayer,Mi Video - Video player,"We've added some new features to make your viewing experience even better:Powerful zoom is right at your fingertips. Mi Video supports 25%-500% zoom.Search online for subtitles, even for local videos. Select the language you need, hassle-free.Choose between 16:9 or 4:3 aspect ratios.Mi Video is a powerful local video player and downloader preferred by millions of users. With Mi Video, you can play, download, stream, and manage your videos all in one place.High requirements for the video player? Don't worry, we're exactly the video player you need, amazing video player for your phone and pad with attractive user Interface and powerful play functions such as background play function, pop-up play function. High requirements for the video downloader? Endless of trending videos from Instagram, Likee, facebook, Trumblr, Snapchat, Tiktok, you can download videos of all these media, enjoy fun content any time and any where, and share them to Whatsapp.Looking for a perfect video player? Mi Video is committed to creating an excellent video player and providing high-quality playback experience  for users of all mobile phone brands such as Samsung, Motorola, Huawei, OPPO, VIVO and so on!Video player- Mi Video supports all major video file formats, including MKV, MP4, M4V, MOV, AVI, and more.- Background playback is convenient and full-featured:You can double tap the screen to pause or resume playback.Smart gesture controls allow you to adjust volume, brightness, or playback progress in a simple and intuitive way.You can easily zoom in and out on the played videos.- Subtitles are available in multiple languages.Free video downloader- Want to save online videos on your device and watch them later? Mi Video can download videos from all major social media platforms.- Downloading videos seems too complicated? Our new interface makes video downloads simple and trouble-free.- Use the ""Help"" section of our app to learn how you can download videos.- Mi Video supports downloading multiple videos at the same time. You can also select your preferred resolution!Online streaming- Mi Video offers a huge online streaming library: pranks, games, sports, news - you'll always find something to your taste.- When you don't know what to watch next, you can always check out our selection of the videos trending around the world or dive into built-in Facebook Watch feed.File manager- All-new design allows you to find the videos you need in no time.- Create password-protected folders to store videos intended for your eyes only.We keep updating Mi Video to make video playback, downloading, and file management even more convenient. Mi Video is a perfect way to enjoy your videos. If you like Mi Video, give us some stars! ⭐⭐⭐⭐⭐If you have any questions, feel free to drop us a line at mivideo-feedback@xiaomi.com or use the in-app feedback channel. Your feedback helps us make Mi Video better!",2230799105,USD,0,False,Mi Video,5800091023310723346,mivideo-feedback@xiaomi.com,https://global-e.mi.com,,ENTERTAINMENT,Entertainment,Teen,True,"Oct 9, 2024",Entertainment,ENTERTAINMENT
in.startv.hotstar,JioHotstar,"Disney+ Hotstar is now JioHotstar! Welcome to the world of infinite possibilities – where non-stop sports, endless entertainment, and countless stories come alive!Stream the biggest live sports and cricketing action, catch the latest Bollywood, Hollywood and regional blockbusters, binge on hit TV shows before they air on TV, and dive into exclusive Hotstar Specials created just for you. You can also enjoy global hits from HBO, Peacock, and Paramount and explore the magic of Disney, Pixar, Marvel, Star Wars, and National Geographic. Whatever you love to watch, you’ll find it here—all in one place, only on JioHotstar, the ultimate hub for explosive live sports, cricket highlights, web shows, blockbuster movies & more!What you’ll love: Non-stop sports action. Limitless movies and TV shows. Only on JioHotstar. A. LIVE Sports • The Indian Premier League is back! Catch all the action from TATA IPL 2025, LIVE on JioHotstar. • With exclusive features like MaxView, Multi-Cam and VR 360, get ready for an unparalleled viewing experience as your favourite teams battle it out for the TATA IPL 2025 trophy! Don’t miss a single moment with our special ‘Key Moments’ feature. • Stay on top of every match with live IPL scores, match highlights, and expert insights.• Football fans, we’ve got you covered! Catch every thrilling match from the 2024-25 Premier League season. B. Blockbuster Movies From timeless classics to the latest hits, stream Bollywood blockbusters, regional gems, original movies, documentaries, and critically acclaimed films—all in one place.Hollywood movies:Planet of the Apes, Avatar: The Way of Water, Anora, Prey, Indiana Jones and the Kingdom of the Crystal Skull, Jungle Cruise, Ford vs Ferrari, Free Guy, & classics like Titanic, etc.Bollywood movies:Kill, Bloody Daddy, Munjya,12th Fail, Sarfira, Do Aur Do Pyaar, Tumse Na Ho Payega, 1920, IB71, Selfiee, Brahmastra, King Of Kotha, Apurva, Atrangi Re, Gaslight, Freddy, Cuttputli, Liger, Gulmohar, Shiddat, Sadak 2, Bhuj, etc.Regional Movies:Kishkindha Kaandam, Manjummel Boys, Aavesham, Premalu, Kannur Squad, Neymar, Salaar,  Janaki Jaane, Corona Papers, Rudramambapuram, Vikram, Bheemla Nayak, Veera Simha Reddy, Jaya Jaya Jaya Jaya Hey, Akhanda, Bro Daddy, Mallikapuram & moreC. Superhit TV showsWeb series that the world can’t get enough of, TV serials that the nation comes together to enjoy, and titles that are the talk of the town - find them all under the same roof only at JioHotstar.Hindi Shows:Anupama, Yeh Rishta Kya Kehlata Hai, Ghum Hai Kisikey Pyaar Meiin, Aashiqana, Gunaah, & moreEnglish Shows:Shogun, Skeleton Crew, Modern Family, How I Met Your Mother, Family Guy, Billions, The Bear, Only Murders in the Building & moreRegional Shows:Bigg Boss, Cooku with Comali, Guppedantha Manasu, Krishna Mukunda Murari, Eeramaana Rojaavey 2, Anurager Chhowa, etc.Hotstar Specials:Kanneda, Thukra Ke Mera Pyaar, Taaza Khabar, Lootere, Showtime, The Freelancer,  Koffee With Karan (All Seasons), Aarya (All Seasons), Aakhri Sach, The Trial, Commando, The Night Manager, City of Dreams, Kerala Crime Files, Criminal Justice, Special Ops, Human, Dahan & moreD. The ultimate Disney+ destinationEnjoy the ever-expanding universe of stories from Disney+Superhero movies & shows: Deadpool and Wolverine, Guardians of the Galaxy, Secret Invasion, Black Panther: Wakanda Forever, Avengers, Iron Man, Loki, Moon Knight, She-Hulk, etc.Disney+ Originals: Ahsoka, Rennervations, Pinocchio, The Mandalorian, Encanto, Turning Red, Disenchanted, Hocus Pocus 2, Moana (1& 2), and more. Privacy policy: https://www.hotstar.com/privacy-policy/inTerms of use: https://www.hotstar.com/tnc/in",915260284,USD,0,False,STAR INDIA PRIVATE LIMITED,STAR+INDIA+PRIVATE+LIMITED,hello@hotstar.com,https://www.hotstar.com,"Star House, Urmi Estate, 95 Ganpatrao Kadam Marg, Lower Parel, Mumbai - 400013.",ENTERTAINMENT,Entertainment,Teen,True,"Sep 7, 2017",Entertainment,ENTERTAINMENT
com.ticketmaster.mobile.android.na,"Ticketmaster－Buy, Sell Tickets","Ticketmaster gives you access to millions of live event tickets and makes it easy to buy, sell, transfer, and get in - so you can get on with making memories that last.We are the Official Ticketing Partner of the NFL, NBA, NHL, and USTA. Add in our exclusive partnerships with thousands of venues, artists, bands, theater tours, and broadway shows and shopping with Ticketmaster gives you unparalleled access to the most memorable live events worldwide. Ticket management at your fingertips. You’re always just a few clicks away from securing the perfect seats to the live events and shows you love. BUY SIMPLY- Search millions of events and get real-time updates as new listings go live.- Use interactive 3-D venue maps and see your seat view before you buy.CHANGE OF PLANS?- List your tickets on our trusted resale marketplace and sell to other fans.- Transfer your seats to friends and family for free. PROTECT YOURSELF FROM SCALPERS- Avoid forgeries “similar location” seats with Verified Tickets. The seats you buy the seats you’ll sit in and backed by our 100% guarantee.YOUR PHONE IS YOUR TICKET- Scan into your events with the app or upload your seats to Apple Wallet (mobile-entry events only).- See all your event info in one convenient place. NEVER MISS OUT ON AN EVENT- Get alerts about your favorite events, artists, bands, and venues.Download the Ticketmaster app and go live.REACH OUT TO USWebsite: www.ticketmaster.comTwitter: www.twitter.com/ticketmasterInstagram: www.instagram.com/ticketmasterFacebook: www.facebook.com/ticketmaster",35639165,USD,0,False,Ticketmaster L.L.C.,5712692731004758815,app@ticketmaster.com,http://www.ticketmaster.com,,EVENTS,Events,Everyone,False,"May 21, 2012",Events,EVENTS
com.greetingsisland.sam,Invitation Maker: Cards & RSVP,"The perfect Wedding, Birthday and Party invitations maker & Greeting cards maker⚜️Ultimate RSVP Invitation Maker and e invite tool just for you. Whether you're planning a Happy birthday celebration or organizing a Party, our <b>Party Invitation Maker</b>, <b>Birthday Card Maker Templates</b>, will make you feel the openness of an open canvas to design as you like and make the process a breeze. You can personalize any template to suit your unique needs. Elevate your invitations design with our e invite templates. From happy birthday cards to party invitations, our templates have you covered 💯Create stunning canvas designs with our versatile collage maker and invitation maker. Whether you're a wedding planner or simply want to unleash your creativity, our platform offers all your design needs. 🎨✨Greetings Island’s invitation maker has tons of free invitations templates for every occasion:⭐ Greeting Cards🥳 Party Invitation Maker👭 Wedding Invitation Maker🎉 Birthday Card Maker🎀 Bachelorette Party💍 Save The Date Card👶 Baby Shower Invitation MakerWith our e invite maker and template maker, you can easily customize invitations, greeting cards, and more. From save the date cards to wedding invitations, our template library has you covered. Explore the endless possibilities and bring your vision to life with ease. 💌💒How Does Greetings Island Compare to Canva or Evite?While Canva or Evite offers a broad range of design tools for various projects, Greetings Island is focused specifically on making it easy to create invitations and greeting cards.<h1>Discover our RSVP Wedding Invitation Maker</h1>Discover the convenience of paperless invites by using our invitation maker to create digital invitations.  No more hassle of printing and mailing.🌿💻Planning a <b>birthday party</b>? Our birthday invitation maker provides a wide array of templates and customization options. Design unique and personalized birthday cards that will impress your guests. It's easy to create something memorable with our intuitive card maker. 🎉🎂Looking for perfect <b>wedding invitations or party invites</b>? From classic to modern designs, you'll find the ideal template to match your wedding and party theme. 💍👰<h1>Try amazing Birthday Card Maker</h1>Experience the joy of celebration in three easy steps with our - Invitation maker FREE:⭐ Select the category that best suits your event, whether it's party invitations, birthday cards, wedding invitations, or baby shower invitations.⭐ Choose your favorite design from our vast selection of invitation templates.⭐ Personalize your card and share paperless postcards or download your virtual invitations for free.Whether you're a professional graphic designer or a DIY enthusiast, our RSVP  invitation maker, collage maker, and card maker will make you feel the openness of an open canvas to design your dreamy invitations🌟 🎉 Don't miss out on the fun! Download our invitation app and start creating amazing designs on the go. From wedding invitations to birthday cards, our invitation maker, collage maker, and card making app have everything you need to design and share beautiful creations. Start exploring today and let your imagination run wild! 🎉Exciting news for Greetings Island invitation app enthusiasts! Upgrade your experience with our PREMIUM VERSION and enjoy the following benefits:✔️ Unlock 5,000 card designs✔️ Ad-Free✔️ No Watermarks⭐ Download now and enjoy a FREE TRIAL of our premium invite maker. Don't wait any longer! Install Greetings Island invitation maker for free today and bring your invitations to life. ⭐⚜️ Love the app and our free invitations? Leave a five-star review to support us. ⚜️",31334106,USD,0,True,Greetings Island,8445965806113207721,support@greetingsisland.com,https://www.greetingsisland.com,"Hatnufa 7, Petach Tikva, Israel",EVENTS,Events,Everyone,True,"May 15, 2018",Events,EVENTS
com.stubhub,StubHub - Live Event Tickets,"<b>StubHub is the top destination for buying and selling tickets to the world's best events.</b> Ticket prices may be higher or lower than face value.MLB, NBA, NHL, and concert tickets at your favorite venue and more – StubHub has your tickets for amazing experiences! Over 10 million upcoming live sports events, concerts, theater shows, gigs and tours are available. StubHub recently ranked #1 in Newsweek’s America’s Best Customer Service in 2019. Tickets orders are 100% guaranteed, with customer service all the way to your seat. Get a coupon worth 120% of your original order if an event is cancelled.Get tickets for your favorite MLB, NBA, NHL team, theater show or music concert from the day they go on sale to the day of the event. See the venue and find out which artists are performing from your phone.Buy event tickets using the <b>largest ticket selection</b> with StubHub! Concerts, MLB, NBA, NHL tickets, local shows and more.Sell tickets easily right from the StubHub app if you have a change of plans. <b>STUBHUB FEATURES</b>• <b>Event Recommendations:</b> Let the fun find you with event recommendations based on your Spotify account, downloaded music, and favorite artists and teams•<b> Friends:</b> Find out what your friends are into and which events they’re going to• <b>Interactive venue maps:</b> See the view before you buy on selected maps• <b>Virtual venue View:</b> Get an immersive, 3-D view from your section for selected venues• <b>Google Pay:</b> Speed through checkout with Google Pay (US events only)• <b>Mobile tickets:</b> Get in with your phone – no need to print!*• <b>Venue and artist info:</b> Check on upcoming events and discover similar artists• <b>My tickets:</b> Track your orders, view your mobile tickets and get ready for your next event• <b>Sell tickets:</b> List tickets, manage your listings and view your sales• <b>Event categories:</b> View events by category to discover events based on your interests or mood. Concerts, NBA games, comedy shows and more.•<b> Barcode scanning:</b> Attract more buyers and keep tickets you're selling listed for longer by scanning ticket barcodes*Buy and resell tickets for local events with StubHub. Download now!*Available for selected teams and venues",10299796,USD,0,False,StubHub,8366488962581383422,apps.mobile@stubhub.com,http://www.stubhub.com,,EVENTS,Events,Everyone,False,"Mar 9, 2011",Events,EVENTS
com.seatgeek.android,SeatGeek – Tickets to Events,"SeatGeek is the smart way to buy and resell tickets to thousands of sporting events (NFL, NBA, NHL, MLB, MLS), concerts, festivals, and Broadway/theater shows. Tickets are backed by SeatGeek's 100% buyer guarantee, and resellers may list tickets above or below face value.<b>FEATURES</b>◆ <u>Interactive Seating Charts</u>Explore the best deals mapped on interactive seating charts with panoramic photographs from every section. Know what the view from your seat looks like before you buy tickets. ◆ <u>Deal Score</u>Never worry about getting ripped off again, every deal on SeatGeek is color-coded from best to worst based on value. ◆ <u>Mobile Tickets</u>Show your e-ticket in the SeatGeek app to gain access to venues, no printer necessary. ◆ <u>Send Tickets</u>No more waiting outside the stadium for friends in the rain. Send extra tickets to your friends’ phones in a tap for free or for $$$ (US only).◆ <u>Sell Your Tickets</u>Can’t attend tomorrow night’s concert? Sell your tickets on SeatGeek’s Marketplace in one tap. SeatGeek will even recommend the best price to help you quickly sell your tickets. ◆ <u>Discover Nearby Events</u>Easily browse tickets for any live event. Search by team, artist, venue, genre, or sport (baseball, basketball, hockey, football, Nascar, etc.) to see upcoming events near you. ◆ <u>Buy Your Way</u>Conveniently pay via Google Pay or Credit Card.◆ <u>The Daily Tap</u>Enter up to once a day to win free tickets to live events nearby.",7792685,USD,0,False,SeatGeek - Tickets to Events,SeatGeek+-+Tickets+to+Events,android-app@seatgeek.com,http://seatgeek.com,,EVENTS,Events,Everyone,False,"Nov 13, 2013",Events,EVENTS
com.gametime.gametime,Gametime - Last Minute Tickets,"Gametime is the app that helps *you* score deals to all your favorite events!  Now featuring Gametime Ticket Coverage, the most comprehensive service and protection policy in ticketing - included free with all purchases. Gametime is a resale market, not the main provider of tickets. Resellers may list tickets above or below face value.With Gametime you can find live event ticket deals to sports, concerts, festivals, comedy, and shows for less! Did you know ticket prices for your favorite events - sports, concerts, and theater - actually go down the closer you get to showtime?  Get the best deals, see the view from your seats, and utilize Gametime’s super-simple checkout process to get into events even after they have started. Mobile ticket delivery helps save paper and printing headaches. Easy mobile ticket sharing lets you send tickets to all your friends so they can join you in the fun.Download Gametime today to score last minute live event tickets to your favorite sports, concerts, and shows, like Taylor Swift or the Lakers, at the lowest prices guaranteed!SCORE GREAT DEALS- Take advantage of falling ticket prices as you get closer to the event time. - Buy tickets up to 90-minutes after the start of the event.- Special Zone Deals provide discounts that can help you save even more! GAMETIME TICKET COVERAGE - INCLUDED FREEBuy with confidence with the most comprehensive service policy in ticketing, included free with all purchases. You get:- Lowest Price Guaranteed - or get 110% of the difference- Lightning Refunds - refunds for canceled events within days, not weeks (or longer) and no forced credits like some other companies- 24-Hour Returns - get a full refund in the form of 100% Gametime credit up to 24 hours after your purchase, no questions asked- Job Loss Protection - if the event you lose your job and need some cash we will provide you with a refundPlus more! Restrictions apply.EASY TICKET BUYING- The best seats at the lowest prices = big savings!- Utilize venue maps to make easy seat and price comparisons to find the exact seat you want.  - Panoramic photos show the exact view from any section. - 2-Click checkout process.- Mobile delivery allows you to buy and walk into the event without missing a step.  ENVIRONMENTALLY FRIENDLY- Mobile ticket delivery saves paper & ink. - Send tickets to friends directly to their mobile phones, they don’t need to print anything either!EASILY SELL TICKETS  - List and price tickets with just a few taps. - If you have paper tickets (boo!) simply take a picture to have them listed to sell digitally.  - Get text updates as soon as your tickets sell.- Get paid through PayPal or in Gametime credit.Gametime is THE ticket app for all major sporting events including top baseball, football, hockey, and basketball from all the top leagues (MLB, NFL, NBA, NHL, MLS, & NCAA).  Discover the top concerts from hit artists (Taylor Swift, Billie Eilish, Bad Bunny, Dua Lipa, Morgan Wallen, Phish, Dead & Company, Beyonce, Blackpink, George Strait, Luke Combs, Thomas Rhett, Karol G, Rihanna, Billy Joel, Stevie Nicks, Future, Journey,Imagine Dragons, Paramore, Katy Perry ,Shania Twain,BTS,The Weeknd,J Balvin,Garth Brooks,Jason Aldean,John Mayer, J Cole,Elton John,Adele,TWICE,Harry Styles,Post Malone,Chris Stapleton,Eagles,Drake,Post Malone,Paul McCartney,Bruno Mars,Jonas Brothers,Mumford & Sons,Blink-182, and more!). Don’t miss out on top theater shows (Hamilton, The Book of Mormon, Les Misrables). Also other events like Monster Jam, Disney On Ice,  WWE, and hit comedy tours (such as Dave Chappelle,Chris Rock,Jo Koy,Chelsea Handler,Adam Sandler,Jerry Seinfeld,Aziz Ansari,Kevin Hart, Trevor Noah, and more!).  We believe in shared experiences (bring your friends!) and the power and enjoyment of live entertainment.    Shop, compare, and save with Gametime.",6442515,USD,0,False,Gametime,7945303043090193581,feedback@gametime.co,https://gametime.co,"799 Market St, San Francisco, CA 94103",EVENTS,Events,Everyone,False,"Mar 12, 2014",Events,EVENTS
com.google.android.apps.nbu.paisa.user,Google Pay: Save and Pay,"Important update:The U.S. version of the standalone Google Pay app is no longer available for use. Please download the Google Wallet app to tap and pay with Google Pay.Google Payment Corporation's Customer Service and Error Resolution Policy and applicable processes still apply to report unauthorized transactions related to Google Pay. If you have any further questions about your balance in the app, you can learn more about your Google Pay balance.Still have questions? Head over to <a href=""https://support.google.com/googlepay"">https://support.google.com/googlepay</a><p><em>*Payments processed by Google Payment Corp., a licensed money transmitter (NMLS ID: 911607). Licensed as a money transmitter by the NY State Dept. of Financial Services and to Transmit Money By Check, Draft or Money Order By The Department of Banking and Securities, Commonwealth of Pennsylvania. To learn more about Google Payments, visit the <a href=""https://support.google.com/googlepay/?hl=en#topic="">Google Payments Help Center</a>.</em></p>",1470692547,USD,0,False,Google LLC,5700313618786177705,apps-help@google.com,https://pay.google.com/about/,"1600 Amphitheatre Parkway, Mountain View 94043",FINANCE,Finance,Everyone,False,"Mar 3, 2021",Finance,FINANCE
