AppId,Title,ContentDescription,Installs,Currency,Price,OffersInApp,Name,DeveloperId,Email,Website,Address,GenreId,Genre_Name,ContentRating,ContainsAds,DateReleased,name,id
com.commsource.beautyplus,BeautyPlus-AI Photo/Video Edit,"- Beauty cam and photo editor app trusted by 800 million users worldwide- Create sweet selfies EVERY time with our makeup filters and face editor- 50+ easy to use editing tools, delivering stunning, natural results for your beautiful photosWith the BeautyPlus AI photo editor and video editor, you can instantly snap sweet selfies and retouch beautiful photos: remove acne and blemish, smooth skin, experiment with the hair color changer, whiten teeth, slim face and body, try out trendy makeup looks. Transform your pictures with Anime filter, add stickers, blur photo, and even remove and change the background for an artistic touch.🌟 Create incredible pics art with AI tools - Cartoon yourself in seconds with AI Anime camera or Anime filter- Transform your selfies into stunning & otherworldly versions of you with AI avatars- Clean up pictures by effortlessly removing unwanted people or objects using AI technology🤩 Enjoy the best face app & makeup filters for sweet selfies - The best beauty cam to snap, retouch and face tune selfies- HD Retouch for a natural, stunning result in just one tap- Snap beautiful selfies and photos with HD camera- Remove acne, blemish and dark circles , and smooth outbody wrinkles to achieve a flawless look.- Experiment with the hair color changer to try different hair colors easily- Brighten your smile with the teeth whitener- Use the makeup editor to enhance your natural beauty, including lipstick, eyebrows, and more❤️ Achieve your dream look with the Body Editor - Increase your height with the height adjusting tool- Make adjustments to your waist, arms, face, breasts, and more for a perfect body shape with the Body Editor- Discover our wide range of skin tones to make your beauty plus 🎉 Easily edit photos with a powerful Photo Editor - Add text to photos with 300+ designer fonts- Add stickers to photos or create your own stickers- Use filter camera to add style and flair to your photos- Adjust brightness, contrast, and colors, giving your pictures the perfect look⚡ Boost photo quality with the Photo Enhancer- Enhance photo quality using the advanced photo enhancer- Restore old and faded photos to their original brilliance with the photo enhancer- Clear and unblur photos to make them even more visually appealing👌 Effortlessly edit backgrounds with the Background Eraser & Editor - The best background eraser to remove background and create transparent images- Change background to give your photos a fresh look.- Instantly blur backgrounds using our blur tool- Crop pictures to focus on the subject🎵 Unleash your creativity with the Video Editor- Create and edit videos with user-friendly video editing tools- Add music to your videos- Apply filters to enhance your videos- Use the face tune editor to perfect your appearance in videos- Trim and crop videos to achieve the perfect lengthDownload BeautyPlus now, the world’s premier picture editor and video editor powered by AI 💪! No need to download a separate beauty cam or face app for sweet selfies. It's free to download and offers an all-in-one photo and video editing experience. 😍 Play with makeup editor, experiment with Anime filter, add stickers, erase or blur backgrounds, and create beautiful photos and videos! Share your masterpieces on popular social media platforms like Facebook, Instagram, Twitter, TikTok, and Snapchat, right from BeautyPlus!👇 Share your sweet selfies, beautiful pictures, or feedback with us!- Instagram: https://www.instagram.com/beautyplusapp/- Facebook: https://www.facebook.com/BeautyPlus- Support: support@beautyplus.com- https://www.beautyplus.com/Terms of Service:https://h5.mr.pixocial.com/agreement/beautyPlus/#agreementsPrivacy Policy:https://h5.mr.pixocial.com/agreement/beautyPlus/#/privacy",484154217,USD,0,True,PIXOCIAL LABS PTE. LTD.,PIXOCIAL+LABS+PTE.+LTD.,support@beautyplus.com,https://www.beautyplus.com,"80 Robinson Road #02-00, Singapore 068898",PHOTOGRAPHY,Photography,Everyone,True,"Jul 14, 2013",Photography,PHOTOGRAPHY
com.google.android.apps.docs,Google Drive,"Google Drive, part of Google Workspace, lets you securely store, intelligently organize and collaborate on files and folders from anywhere, on any device. With Drive, you can:• Safely store and access your files anywhere• Edit and store 100+ file types, including PDFs, Office files, videos and more• Quickly access recent and important files• Scan and upload paper documents using your device’s camera• Search for files by name and content• Filter files by type, last modified date and more• Share and set permissions for files and folders• View your content on the go while offline• Receive notifications about important activity on your files• View files more easily on Android tablets with side by side view, drag and drop functionality and moreGoogle Workspace subscribers have access to additional Drive functionality, including:• Security and management controls for admins to help meet data compliance needs• Sharing files and folders directly with groups or teams within your organization• Creating a shared drive to store all of your team’s contentLearn more about Drive in Google Workspace: https://workspace.google.com/products/drive/Learn more about Google Apps update policy: https://support.google.com/a/answer/6288871 Google accounts get 15GB of storage, shared across Google Drive, Gmail, and Google Photos. For additional storage, you can upgrade to Google One as an in-app purchase. In the US, subscriptions start at $1.99/month for 100 GB with Google One. Plans and prices can vary by region.Google Privacy Policy: https://www.google.com/intl/en_US/policies/privacyGoogle Drive Terms of Service: https://www.google.com/drive/terms-of-serviceFollow us for more:X: https://x.com/googleworkspace and https://x.com/googledrive LinkedIn: https://www.linkedin.com/showcase/googleworkspaceFacebook: https://www.facebook.com/googleworkspace/",11644362214,USD,0,True,Google LLC,5700313618786177705,apps-help@google.com,https://support.google.com/drive/?p=android_drive_help,"1600 Amphitheatre Parkway, Mountain View 94043",PRODUCTIVITY,Productivity,Everyone,False,"Apr 27, 2011",Productivity,PRODUCTIVITY
com.google.android.calendar,Google Calendar,"Get the official Google Calendar app, part of Google Workspace, for your Android phone, tablet, or Wear OS device to save time and make the most of every day.• Different ways to view your calendar - Quickly switch between month, week, and day view.• Events from Gmail - Flight, hotel, concert, restaurant reservations, and more are added to your calendar automatically.• Tasks - Create, manage, and view your tasks alongside your events in Calendar.• All your calendars in one place - Google Calendar works with all calendars on your phone, including Exchange.• Never miss an event or task on the go - On Wear OS devices, Google Calendar notifies you on time and supports tiles and complications.Google Calendar is part of Google Workspace. With Google Workspace, you and your team can:• Schedule meetings quickly by checking coworkers availability or layering their calendars in a single view• See if meeting rooms or shared resources are free• Share calendars so people see full event details or just if you are free• Access from your laptop, tablet or phone• Publish calendars on the webLearn more about Google Workspace: https://workspace.google.com/products/calendar/Follow us for more:Twitter: https://twitter.com/googleworkspaceLinkedin: https://www.linkedin.com/showcase/googleworkspaceFacebook: https://www.facebook.com/googleworkspace/",7488590979,USD,0,False,Google LLC,5700313618786177705,apps-help@google.com,http://support.google.com/calendar?p=mobilesync,"1600 Amphitheatre Parkway, Mountain View 94043",PRODUCTIVITY,Productivity,Everyone,False,"Oct 17, 2012",Productivity,PRODUCTIVITY
com.microsoft.skydrive,Microsoft OneDrive,"Microsoft OneDrive’s cloud storage secures photos, videos, and files to keep them protected, synced, and accessible on all your devices. The OneDrive app lets you view and securely share photos, videos, and files with friends and family. Plus, you can use the app to automatically back up your phone’s photos and videos. Start with 5 GB of free cloud storage space or upgrade to a Microsoft 365 subscription to get up to 1 TB of cloud storage.Microsoft OneDrive offers the following features:Back up photos & videos• More storage for all of your important files. Upload photos, videos, documents & more• Automatic photo backup & secure photo storage when you turn on Camera Upload• Find photos in the photo locker easily with automatic tagging• View & share photos on your phone, computer & online• Free storage & photo locker will secure photos & keep them safe• Upload videos & keep them in secure photo storage File sharing and access• Secure photo storage for all of your photos, videos & albums• Share files, photos, videos & albums with friends & family• Share photos & upload videos easily• Get notifications when a shared document is edited• Secure folder settings offer password-protected or expiring sharing links*• Access selected OneDrive files on the app without being onlineSecurity• All OneDrive files are encrypted at rest & in transit• Personal Vault: protect important files with identity verification in secure folder storage• Secure photos, upload videos & keep them safe with secure photo storage• Restore files with version history• Stay protected with ransomware detection & recovery*Collaboration with Microsoft• Share files across platforms & share photos in the photo locker• Use Microsoft Office apps to edit & collaborate in real time on Word, Excel, PowerPoint & OneNote files stored in OneDrive• Back up, view & save Office documentsDocument scanning• Scan, sign, markup & send docs right from the OneDrive mobile app• Keep documents safe in a secure folderSearch• Search photos by what’s in them (i.e. beach, snow, etc.)• Search docs by name or contentThe OneDrive app for Android offers 5 GB of free cloud storage to sync photos and files across your devices, share photos and docs, and keep your digital life backed up in the cloud.Microsoft 365 Personal & Family Subscription• Subscriptions begin at $6.99 a month in the US, and can vary by region• More storage with 1 TB per person for up 6 people with the Family subscription• OneDrive premium features accessible for everyone in the plan• Share files, folders and photos for specific time windows for added security• Protect your passwords with password-protected sharing links• Secure file sharing app with added ransomware detection and recovery security features• File Restore: Recover files up to 30 days after malicious attacks, file corruption, or accidental edits or deletions• Share up to 10x more content a day with friends and family• Access premium versions of Word, Excel, PowerPoint, OneNote, Outlook and OneDriveMicrosoft 365 subscriptions and OneDrive standalone subscriptions purchased from the app will be charged to your Google Play store account and will automatically renew within 24 hours prior to the end of the current subscription period, unless auto-renewal is disabled beforehand.To manage your subscriptions or to disable auto-renewal, after purchase, go to your Google Play store account settings. A subscription cannot be canceled or refunded during the active subscription period.For you to sign into your work or school account on OneDrive, your organization needs to have a qualifying OneDrive, SharePoint Online or Microsoft 365 business subscription planPrivacy policy: http://go.microsoft.com/fwlink/p/?LinkId=253457Consumer health privacy policy: https://go.microsoft.com/fwlink/?linkid=2259814",4647948797,USD,0,True,Microsoft Corporation,6720847872553662727,odrvhelp@microsoft.com,https://aka.ms/OneDriveOnAndroid,One Microsoft Way,PRODUCTIVITY,Productivity,Everyone,False,"Aug 28, 2012",Productivity,PRODUCTIVITY
com.microsoft.office.word,Microsoft Word: Edit Documents,"The document editor that you can take with you on the go – Microsoft Word.Write and create documents on your mobile device much like you do on your PC. Edit docs, share notes, convert to PDF documents, craft a powerful cover letter, and collaborate on projects using your mobile device.Documents are easy to create, read, edit and share with Microsoft Word. Simplify on-the-go document collaboration and editing with our easy-to-use Word app features. Convert to PDF from Word and vice versa. From doc editing to collaboration and beyond, Microsoft Word is one of the best free writing apps for writing on the go.Access files, documents and make edits with ease using the Word app. Read documents and open attachments with built-in docs viewer. Edit a PDF using Word’s PDF converter feature easily. Share files, documents and notes in the format you’d like. Create documents on the go with Word’s expert editing tools anytime, anywhere.Read, edit docs and create a document for any need. Resume templates, newsletters, brochures and more are accessible in the template gallery. Select the documents you would like and get started.Blogger, writer, journalist, columnist or project manager: the Microsoft Word writing app moves with you.Easy document editing, at your fingertips. Write a letter, create templates, read Word documents, edit docs and collaborate with your team anywhere! Get the docs and PDF app that can do it all.Create Documents• Use Microsoft Word as a cover letter creator by leveraging our beautiful templates• Document editor keeps formats & layouts looking great.• Docs app with templates for resumes, cover letters, forms & more.• Documents are easily created for any writing task.• Editing with rich formatting & layout.Read, Write and Edit Documents• Read docs, letters, PDFs & scripts on your device in Reading View.• Document & PDF App: Edit documents from PDFs by converting to & from Word documents.• PDF Converter: Save as PDF after editing & share the PDF easily.Collaborate and Share With Anyone, Anywhere• Document comments can be left right next to the text using for seamless collaboration.• View documents using the built-in docs viewer.• Edit documents as a team and stay on top of changes to the text, layout & formatting.• Edit docs and view editor history: easily revert to view earlier drafts when you need to.Microsoft Word for Anything• Documents for your needs: Letters, blogs, scripts, notes, resumes, & more can be created beautifully designed modern templates.• Write a letter easily using Word’s templates.• Share documents as a link, email or attachment.• Proofread, check spelling & review any document.File Sharing Simplified• Share files & collaborate with a few taps.• File & document permission management: see who is working on what.• Copy files into the body of an email message with its format intact or attach PDFs & docs to the email.Document, PDf and writing app free of restrictions, hassle and workarounds. Download Microsoft Word  to edit documents anywhere, seamlessly.REQUIREMENTS1 GB RAM or aboveTo create or edit documents, sign in with a free Microsoft account on devices with a screen size smaller than 10.1 inches.",2384245428,USD,0,True,Microsoft Corporation,6720847872553662727,officeand@microsoft.com,https://products.office.com,One Microsoft Way,PRODUCTIVITY,Productivity,Everyone,False,"Jan 6, 2015",Productivity,PRODUCTIVITY
com.samsung.android.email.provider,Samsung Email,"<i>This update is available for Samsung Mobile with Android OS.</i>Samsung Email enables users to manage multiple personal and business email accounts seamlessly. Samsung Email also offers EAS integration for business, encryption using S/MIME to safeguard data and ease-of-use features such as insightful notifications, SPAM management. Furthermore, organizations can administer various policies as needed.   <b>Key features</b>· POP3 and IMAP support for managing personal email accounts · Exchange ActiveSync (EAS) integration for synchronizing Exchange Server based business email, calendars, contacts and tasks· Encryption using S/MIME for secure email communication<b>Additional features</b>· Customizable user experience with notifications, schedule synchronization, SPAM management, and combined mailboxes· Policy administration with comprehensive, built-in EAS support· Conversation and thread view to read related mail--- Regarding the App Access Permission ---The following permissions are required for the app service. For optional permissions, the default functionality of the service is turned on, but not allowed.[Required permissions]   - None [Optional permissions]   - Camera: Used to attach photos to email   - Location: Used to attach current location information to email   - Contacts: Used to link email recipients/senders with contacts and synchronize contact information when using Microsoft Exchange account   - Calendar: Used to synchronize calendar infomation when using Microsoft Exchange account   - Notification : Used to display notification when sending or receiving emails      - Music and audio (Android 13 or higher) : Used to attach or save files such as music and audio   - File and Media (Android 12) : Used to attach(insert) or save files and media.   - Storage (Android 11 or less) : Used to attach(insert) or save files[Privacy Policy]https://v3.account.samsung.com/policies/privacy-notices/latest[Supported E-mail]b2b.sec@samsung.com",2324064877,USD,0,False,"Samsung Electronics Co.,  Ltd.",5200379633052405703,b2b.sec@samsung.com,,"129, Samsung-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, 16677, Rep. of KOREA",PRODUCTIVITY,Productivity,Everyone,False,"Jan 15, 2017",Productivity,PRODUCTIVITY
com.differencetenderwhite.skirt,Block Puzzle Jewel,The goal is to drop blocks in order to create and destroy full lines on the screen both vertically and horizontally. Don't forget to keep the blocks from filling the screen in this addictive puzzle game.,380123928,USD,0,False,hua weiwei,hua+weiwei,hucuawe@gmail.com,http://huaweiwei.net/,,GAME_PUZZLE,Puzzle,Everyone,True,"Jan 29, 2016",Puzzle,GAME_PUZZLE
com.differencetenderwhite.skirt,Block Puzzle Jewel,The goal is to drop blocks in order to create and destroy full lines on the screen both vertically and horizontally. Don't forget to keep the blocks from filling the screen in this addictive puzzle game.,380123928,USD,0,False,hua weiwei,hua+weiwei,hucuawe@gmail.com,http://huaweiwei.net/,,GAME_PUZZLE,Puzzle,Everyone,True,"Jan 29, 2016",Block,
com.differencetenderwhite.skirt,Block Puzzle Jewel,The goal is to drop blocks in order to create and destroy full lines on the screen both vertically and horizontally. Don't forget to keep the blocks from filling the screen in this addictive puzzle game.,380123928,USD,0,False,hua weiwei,hua+weiwei,hucuawe@gmail.com,http://huaweiwei.net/,,GAME_PUZZLE,Puzzle,Everyone,True,"Jan 29, 2016",Casual,GAME_CASUAL
com.differencetenderwhite.skirt,Block Puzzle Jewel,The goal is to drop blocks in order to create and destroy full lines on the screen both vertically and horizontally. Don't forget to keep the blocks from filling the screen in this addictive puzzle game.,380123928,USD,0,False,hua weiwei,hua+weiwei,hucuawe@gmail.com,http://huaweiwei.net/,,GAME_PUZZLE,Puzzle,Everyone,True,"Jan 29, 2016",Single player,
